hero_id,name,role,effect_logodds,effect_pp,std_error,ci_low_pp,ci_high_pp,p_adjusted,within_role_logodds,within_role_pp,within_role_se,within_role_ci_low_pp,within_role_ci_high_pp,within_role_p_raw,within_role_p_adjusted,within_role_significant
1029,Magik,Damage,0.3769175871584275,9.422939678960688,0.0150312348956119,8.686409169075706,10.159470188845672,0.0,0.5861121989961465,14.652804974903663,0.0133794514736607,13.997211852694289,15.308398097113038,0.0,0.0,True
1020,Mantis,Support,0.3426171943193923,8.565429857984808,0.0187749406553489,7.64545776587271,9.48540195009691,0.0,0.5468598460868864,13.67149615217216,0.010749509351236,13.144770193961593,14.19822211038273,0.0,0.0,True
1061,Black Cat,Damage,0.2458482512770025,6.146206281925062,0.0176955678231836,5.279123458589064,7.0132891052610615,0.0,0.4550428631147214,11.376071577868036,0.0161728054824545,10.583604109227764,12.168539046508307,0.0,0.0,True
1015,Storm,Damage,0.1922887912891265,4.807219782228162,0.0201670670398793,3.819033497274074,5.79540606718225,0.0,0.4014834031268454,10.037085078171136,0.0187602524515645,9.117832708044476,10.956337448297798,0.0,0.0,True
1055,Daredevil,Damage,0.1195685658803209,2.9892141470080227,0.0158262990338938,2.213725494347224,3.7647027996688216,5.129230373768223e-14,0.3287631777180398,8.219079442950996,0.0141932961952373,7.523607929384367,8.914550956517624,0.0,0.0,True
1042,Peni Parker,Tank,0.8550642918416219,21.376607296040547,0.0266533110994071,20.0705950521696,22.6826195399115,0.0,0.3015036923352329,7.537592308380823,0.0234141253130495,6.390300168041396,8.68488444872025,0.0,0.0,True
1051,The Thing,Tank,0.8302085185433979,20.75521296358495,0.016197140633923,19.96155307252272,21.54887285464718,0.0,0.2766479190370089,6.916197975925225,0.0115759034960702,6.348978704617784,7.483417247232666,0.0,0.0,True
1066,The Hood,Tank,0.8243785893861847,20.60946473465462,0.0145138374061679,19.898286701752387,21.320642767556848,0.0,0.2708179898797957,6.770449746994893,0.0094267528835935,6.308538855698807,7.232360638290978,0.0,0.0,True
1028,Ultron,Support,0.0467383330899746,1.1684583272493658,0.0232218761523409,0.0305863957846574,2.306330258714074,0.047610294076106,0.2509809848574686,6.274524621436717,0.0182204102923815,5.381724517110022,7.167324725763412,0.0,0.0,True
1023,Rocket Raccoon,Support,0.002912400340104,0.0728100085026016,0.017941555130526,-0.8063261928931734,0.9519462098983766,0.8710482869863969,0.2071550521075981,5.178876302689953,0.0084984355913143,4.762452958715548,5.595299646664359,0.0,0.0,True
1052,Iron Fist,Damage,-0.0269323239782535,-0.6733080994563392,0.0151986386098921,-1.418041391341056,0.0714251924283772,0.0778055295955518,0.1822622878594653,4.556557196486633,0.0135187042456627,3.894140688449157,5.218973704524109,0.0,0.0,True
1040,Mister Fantastic,Damage,-0.0434928354852976,-1.087320887132441,0.0206189643216289,-2.097650138892261,-0.0769916353726207,0.0384047935635384,0.1657017763524212,4.142544408810531,0.019273251674032,3.1981550767829616,5.086933740838101,0.0,0.0,True
1017,Human Torch,Damage,-0.0446775987685663,-1.1169399692141584,0.0231653311408212,-2.2520411951143973,0.0181612566860805,0.0568779240107167,0.1645170130691525,4.112925326728814,0.0218478283095713,3.0423817395598185,5.183468913897809,5.062616992290714e-14,8.43769498715119e-14,True
1046,Adam Warlock,Support,-0.0438740023868861,-1.0968500596721529,0.0232653407248235,-2.2368517551885074,0.0431516358442015,0.0615591336569595,0.1603686493806079,4.009216234515199,0.0183335092471236,3.11087428140614,4.907558187624257,0.0,0.0,True
1037,Magneto,Tank,0.7015710654324296,17.53927663581074,0.014207331609221,16.84311738695891,18.23543588466257,0.0,0.1480104659260406,3.700261648151016,0.0085825061244994,3.279718848050543,4.120804448251489,0.0,0.0,True
1011,Hulk,Tank,0.6937415144643458,17.343537861608645,0.0179469798769461,16.464135847638286,18.222939875579005,0.0,0.1401809149579569,3.504522873948924,0.0136662672893358,2.8348757767714696,4.174169971126378,0.0,0.0,True
1056,Angela,Tank,0.6704543836190273,16.76135959047568,0.0198498154918777,15.788718631373673,17.734000549577694,0.0,0.1168937841126384,2.922344602815962,0.015975050395036,2.139567133459196,3.705122072172727,2.531308496145357e-13,3.9777704939427035e-13,True
1036,Spider-man,Damage,-0.0978952777545101,-2.447381943862753,0.0126455088005861,-3.067011875091475,-1.82775201263403,1.2212453270876722e-14,0.1112993340832087,2.78248335208022,0.0107143562280897,2.2574798969038223,3.307486807256617,0.0,0.0,True
