teamup_id,name,effect_logodds,effect_pp,std_error
1061001,FELINE ALLIANCE,-0.008694313912775713,-0.21735784781939282,0.04075232276939566
1064002,VAMPIRIC KIN,-0.016106727580597384,-0.4026681895149346,0.020747089589225307
1050002,FIRST FAMILY,-0.01744532000477007,-0.43613300011925177,0.024553798865887894
1051001,TWO-IN-ONE,-0.01752038131881193,-0.43800953297029827,0.021932845160864665
1048002,MENTAL PROJECTION,-0.02050311729287213,-0.5125779323218033,0.024583877326306344
1037001,METALLIC CHAOS,-0.0219483078018009,-0.5487076950450225,0.02044096955568354
1023001,PLANET X PALS,-0.02205113063056367,-0.5512782657640918,0.02070603298153092
1039002,DIVINE ARMORY,-0.03423239495059925,-0.8558098737649813,0.04027256794484033
1034001,GAMMA CHARGE,-0.03435160490969217,-0.8587901227423043,0.031818166300953785
1063002,KINETIC KIN,-0.040170635084872584,-1.0042658771218147,0.01643957750654738
1015001,GODS OF THUNDER,-0.04707990042065877,-1.1769975105164694,0.029318746260129237
1011002,GAMMA FASTBALL,-0.05595896076218183,-1.3989740190545457,0.03219079314399955
1033001,ALLIED AGENTS,-0.06087815288774106,-1.5219538221935265,0.04504465111917103
1055001,COMPREHENSIVE DEFENSE,-0.07115016335312041,-1.7787540838280103,0.029644143852478228
1017002,STORMING IGNITION,-0.0721390593680801,-1.8034764842020026,0.042271728756316726
1026002,DIMENSIONAL SHORTCUT,-0.08310416669419769,-2.0776041673549424,0.02662615270693552
1061002,BINDING TIES,-0.08942043849485277,-2.235510962371319,0.02506678427711835
