teamup_id,name,effect_logodds,effect_pp,std_error
1032001,SQUIRREL MISSILE,0.5878608702493899,14.696521756234748,0.039634839311094766
1046002,FLAWLESS DESIGN,0.540144738733111,13.503618468327774,0.033611354904714175
1044001,BLADE OF KHONSHU,0.46036293800435135,11.509073450108783,0.035908932801399576
1042002,ROCKET NETWORK,0.4010755180320288,10.02688795080072,0.026309580241658137
1052001,KUMIHO PALM,0.33423586843735337,8.355896710933834,0.020366892297014078
1028002,SP//DR SYNC,0.3246274585846248,8.115686464615619,0.05881837205780402
1063001,SLIM AND RED,0.311882502619853,7.797062565496325,0.02725897237657244
1014001,AMMO OVERLOAD,0.29199631382231556,7.299907845557889,0.01579313392426323
1033002,BURNING BULLETS,0.2912087122215027,7.280217805537567,0.03791380256011554
1018002,PSIONIC VORTEX,0.28550133022402785,7.1375332556006965,0.01217320044847276
1065001,MR. & MRS. X,0.24423446940169202,6.105861735042301,0.019918223302939214
1020002,VITALITY PACT,0.24333065097201959,6.08326627430049,0.034508177679891484
1018001,GAMMA MAELSTROM,0.2177450862813267,5.443627157033167,0.025254810016841534
1038001,SORCERERS SUPREME,0.20678763390713892,5.169690847678473,0.023331645391709534
1031001,ATLAS BOND,0.201630313549279,5.040757838731975,0.01754784461771855
1035002,ABYSSAL FLAMES,0.19846078035628104,4.961519508907026,0.026571695913629352
1049001,BLAST SLASH,0.19255356259049827,4.8138390647624565,0.03778731169480261
1020001,STAR BLOSSOM,0.18839945361628416,4.709986340407104,0.02178239197639703
1032002,ESU ALUMNUS,0.18673903593717003,4.668475898429251,0.04172472533799591
1036002,PARKER POWER-UP,0.1828713278115135,4.571783195287837,0.038161765358745284
1023002,MAMMALIAN BOND,0.18178002718044525,4.544500679511131,0.02657319145551278
1044002,BLEED FOR BATTLE,0.17975448510527234,4.493862127631808,0.04632437879667487
1024002,DEEP WRATH,0.1752838133188855,4.3820953329721375,0.021152377689415743
1034002,THUNDER OVERDRIVE,0.16887112551718705,4.221778137929676,0.030312341391025413
1043001,FLORA MUNITIONS,0.16553829820882382,4.138457455220595,0.03647043350964858
1040001,FANTASTIC AMPLIFIER,0.16178379676474489,4.044594919118622,0.022456194840082138
1054001,CIRCLE OF LIFE,0.15970492038197998,3.9926230095494994,0.03379128222714257
1021002,SENBONZAKURA STRIKE,0.15636075904460367,3.9090189761150915,0.04485466918622188
1015002,JAWS OF FATE,0.14735478675646557,3.6838696689116395,0.030151826272055614
1062002,SURF & TURF,0.1470203735364643,3.6755093384116075,0.029298975805466698
1026001,DAMISA-YAO,0.14306710997141175,3.576677749285294,0.054812986001308295
1016001,VIBRANT VITALITY,0.14255088263099094,3.563772065774774,0.029160954144531973
1042001,VIBRANIUM MECH,0.13256123011866347,3.3140307529665867,0.06301109039848295
1027001,WILD WALL,0.1318387527950541,3.295968819876353,0.024580069141301314
1030001,LUMINOUS MOON,0.1311497471356233,3.2787436783905823,0.017273874303335414
1039001,RAGNAROK REBIRTH,0.12944759216729615,3.2361898041824038,0.02384682802389765
1031002,DUALITY DANCE,0.1294244308692052,3.23561077173013,0.030225248927406363
