hero_id,name,role,effect_logodds,effect_pp,std_error,ci_low_pp,ci_high_pp,p_adjusted,within_role_logodds,within_role_pp,within_role_se,within_role_ci_low_pp,within_role_ci_high_pp
1042,Peni Parker,Tank,0.650525073830694,16.26312684576735,0.039629928584019807,14.32126034515038,18.20499334638432,0.0,0.40717006455616855,10.179251613904214,0.016803077249009413,9.355900828702753,11.002602399105674
1020,Mantis,Support,0.44556712016082944,11.139178004020737,0.03245707445214034,9.54878135586586,12.729574652175613,0.0,0.39522243798676704,9.880560949669176,0.007790437128632264,9.498829530366196,10.262292368972156
1029,Magik,Damage,0.15812314579827835,3.9530786449569586,0.02197605019805686,2.8762521852521727,5.029905104661745,1.6329794659343732e-12,0.31756040533089663,7.939010133272416,0.009818163521523324,7.457920120717773,8.420100145827059
1061,Black Cat,Damage,0.15002956650838317,3.7507391627095794,0.022954780752436867,2.6259549058401728,4.875523419578986,1.4492263870439595e-10,0.30946682604100145,7.736670651025037,0.011628127868105341,7.166892385487874,8.306448916562198
1028,Ultron,Support,0.3273301918115506,8.183254795288764,0.03410631596964377,6.51204531277622,9.85446427780131,0.0,0.2769855096374882,6.924637740937205,0.012646750996882339,6.30494694208997,7.5443285397844395
1015,Storm,Damage,0.10335784082747604,2.583946020686901,0.023841092871665578,1.4157324699752876,3.752159571398514,2.0529657303634498e-05,0.26279510036009435,6.5698775090023585,0.013327461764555524,5.916831882539138,7.22292313546558
1055,Daredevil,Damage,0.0685605015078339,1.7140125376958475,0.02211751399612033,0.6302543518859511,2.7977707235057436,0.0023666217261865993,0.22799776104045222,5.6999440260113055,0.009933296086206914,5.213212517787166,6.1866755342354445
1051,The Thing,Tank,0.44087788268777706,11.021947067194427,0.03645196763039637,9.235800653305004,12.808093481083848,0.0,0.19752287341325153,4.9380718353312885,0.007923538214971914,4.549818462797664,5.326325207864912
1023,Rocket Raccoon,Support,0.23030185652097468,5.757546413024367,0.032037577027821514,4.187705138661113,7.3273876873876205,1.6375789613221059e-12,0.17995717434691225,4.4989293586728065,0.005984133636444357,4.205706810487032,4.79215190685858
1046,Adam Warlock,Support,0.21471926674927333,5.367981668731833,0.03428976859720566,3.6877830074687563,7.04818032999491,7.746915454810556e-10,0.16437458457521092,4.109364614380273,0.012950002262043054,3.4748145035401636,4.743914725220383
1040,Mister Fantastic,Damage,-0.03856955532651794,-0.9642388831629486,0.024106554348526536,-2.145460046240749,0.21698227991485164,0.11820379681025056,0.12086770420610037,3.0216926051525093,0.013728445373078286,2.348998781871673,3.6943864284333454
1052,Iron Fist,Damage,-0.04572652153442936,-1.143163038360734,0.02190183612893185,-2.2163530086783947,-0.06997306804307352,0.04132455665666427,0.11371073799818894,2.8427684499547237,0.009669862916281186,2.3689451670569452,3.3165917328525016
1034,Iron Man,Damage,-0.07123691526114842,-1.7809228815287106,0.022831015796406194,-2.8996426555526136,-0.662203107504807,0.002259244744804434,0.08820034427146989,2.2050086067867474,0.011582480974310397,1.6374670390455377,2.772550174527957
1016,Loki,Support,0.135847615100399,3.396190377509975,0.033503141128308773,1.754536462222845,5.0378442927971046,6.731882000864955e-05,0.08550293292633657,2.137573323158414,0.010973536325072974,1.5998700432298383,2.6752766030869903
1011,Hulk,Tank,0.3244263703961539,8.110659259903848,0.037038815470080325,6.295757301869911,9.925561217937783,0.0,0.08107136112162838,2.0267840280407095,0.009805335296435937,1.5463225985153488,2.5072454575660705
1056,Angela,Tank,0.3234304961216287,8.085762403040718,0.03736270079490032,6.254990064090602,9.916534741990834,0.0,0.08007548684710322,2.0018871711775805,0.011082919614006412,1.4588241100912664,2.544950232263895
1017,Human Torch,Damage,-0.08983545691568384,-2.245886422892096,0.025886582452544365,-3.51432896306677,-0.9774438827174221,0.0006648398722528692,0.06960180261693448,1.740045065423362,0.016616359201230165,0.925843464563084,2.55424666628364
1036,Spider-man,Damage,-0.10022229129522187,-2.5055572823805465,0.02106088948664393,-3.5375408672260993,-1.473573697534994,2.8964377244692634e-06,0.05921496823739643,1.4803742059349108,0.007556829642625177,1.1100895534462771,1.8506588584235442
1026,Black Panther,Damage,-0.11155544227609233,-2.7888860569023084,0.022782436376220832,-3.905225439337129,-1.672546674467488,1.5326392320666064e-06,0.047881817256525974,1.1970454314131493,0.011440466609974952,0.6364625675243767,1.7576282953019222
1024,Hela,Damage,-0.11787530406947523,-2.9468826017368808,0.021360560669989388,-3.9935500745663606,-1.900215128907401,5.881119407441515e-08,0.04156195546314306,1.0390488865785765,0.008321723956912311,0.6312844126898733,1.44681336046728
1039,Thor,Tank,0.2726373008403258,6.815932521008144,0.03674033053027891,5.0156563250244774,8.61620871699181,3.3744936669527784e-13,0.029282291565800235,0.7320572891450059,0.008942019854612706,0.29389831626898333,1.1702162620210284
1049,Wolverine,Damage,-0.13447236850666214,-3.3618092126665533,0.023462016806144157,-4.511448036167617,-2.2121703891654896,1.82509931982248e-08,0.024964891025956153,0.6241222756489039,0.01269591123839862,0.0020226249673714787,1.2462219263304362
1037,Magneto,Tank,0.26546123049191633,6.636530762297908,0.036058359152215134,4.869671163839366,8.403390360756449,4.982680934517703e-13,0.022106221217390788,0.5526555304347697,0.005878501731334847,0.2646089455993622,0.8407021152701772
10572,Deadpool (Duelist),Damage,-0.1400871843915364,-3.50217960978841,0.021919571412424513,-4.576238608997211,-2.4281206105796085,3.6265563885251596e-10,0.01935007514108189,0.48375187852704726,0.009600118207761098,0.013346086346753463,0.9541576707073409
1066,The Hood,Tank,0.2573521615951134,6.433804039877836,0.03626772026909716,4.656685746692075,8.210922333063596,3.0732904144275856e-12,0.013997152320587881,0.34992880801469706,0.007160990113792434,-0.0009597075611321969,0.7008173235905263
1044,Blade,Damage,-0.14814041702112918,-3.7035104255282296,0.023610614136639375,-4.860430518223559,-2.5465903328329,7.428769565310543e-10,0.011296842511489127,0.28242106278722817,0.01289695649938434,-0.3495298056826045,0.9143719312570608
1048,Psylocke,Damage,-0.15628698792497348,-3.907174698124337,0.025391839884607425,-5.1513748524701,-2.662974543778573,1.474658094048818e-09,0.003150271607644816,0.0787567901911204,0.015959436641451278,-0.7032556052399923,0.860769185622233
1041,Winter Soldier,Damage,-0.16218283574177486,-4.054570893544372,0.020447014286931728,-5.056474593604026,-3.052667193484717,6.784696261598179e-15,-0.002745576209156584,-0.0686394052289146,0.005671285628505097,-0.34653240102566435,0.20925359056783513
1059,Elsa Bloodstone,Damage,-0.17783233382805097,-4.445808345701274,0.02196740934883344,-5.522211403794112,-3.369405287608436,2.1551388125076567e-15,-0.01839507429543268,-0.45987685738581696,0.009635655136669882,-0.9320239590826414,0.012270244311007265
