teamup_id,name,effect_logodds,effect_pp,std_error,anchor,partner
1032002,ESU ALUMNUS,0.1045913805645161,2.614784514112904,0.0407364997688041,Squirrel Girl,Spider-man
1049002,PAIR OF THREES,0.0994539974897903,2.4863499372447584,0.0233138995948262,Wolverine,Gambit
1024001,HEL TENDRILS,0.0989747955603394,2.474369889008486,0.0249075030724768,Hela,Venom
1050001,UNITED SIBLINGS,0.0979709170170546,2.449272925426365,0.0234968181546582,Invisible Woman,Human Torch
1029001,CHAIN OF CYTTORAK,0.0901675139888045,2.2541878497201124,0.0168256779396338,Magik,Doctor Strange
1045002,GAMMA MONSTRO,0.0885634052704149,2.214085131760374,0.0230998520211394,Namor,Hulk
1039001,RAGNAROK REBIRTH,0.0869495553088557,2.1737388827213926,0.0239242595916923,Thor,Hela
1053002,SPIRIT BREAKER,0.0817300552765424,2.043251381913561,0.0148294454869193,Emma Frost,Mantis
1014002,BESTIAL HUNT,0.0779994731803088,1.94998682950772,0.0372084891020256,The Punisher,Daredevil
1055002,DEVILISH AFFAIR,0.0779406288762201,1.9485157219055027,0.034398919524535,Daredevil,Black Widow
1054001,CIRCLE OF LIFE,0.0775638289955947,1.9390957248898688,0.0335262456581399,Phoenix,Hela
1058001,FAVORABLE ODDS,0.0769852640954548,1.9246316023863723,0.0112095711990721,Gambit,Magneto
1025002,FROZEN HAVEN,0.0765525895313829,1.9138147382845736,0.012343096951522,Cloak & Dagger,Luna Snow
1036002,PARKER POWER-UP,0.0737300667698681,1.8432516692467045,0.0382957497928833,Spider-man,Peni Parker
1047001,GUARDIAN OF THE DEEP,0.0731429453130687,1.8285736328267197,0.0268764266971873,Jeff The Land Shark,Venom
1021001,MOONLIT SLASH,0.073093792697618,1.827344817440452,0.0247155333605036,Hawkeye,Cloak & Dagger
1030002,BLOOD MOON,0.0728777661355173,1.8219441533879344,0.038968074097822,Moon Knight,Elsa Bloodstone
1023002,MAMMALIAN BOND,0.07086110615013,1.771527653753251,0.0264510369077465,Rocket Raccoon,Squirrel Girl
1054002,TELEKINETIC BEATDOWN,0.067487188251952,1.6871797062988014,0.0471645113009744,Phoenix,Rogue
1060001,LUCKY LOAN,0.0641372596565769,1.603431491414424,0.0253454483177088,White Fox,Black Cat
1060002,PSIONIC FOX,0.0639569700743288,1.5989242518582223,0.0339056797997351,White Fox,Psylocke
1056001,ODIN'S UNACKNOWLEDGED,0.0629494646535138,1.5737366163378457,0.0428597602812781,Angela,Loki
1062002,SURF & TURF,0.0603384665653719,1.5084616641342998,0.0290444339962227,Devil Dinosaur,Jeff The Land Shark
1028001,STARK PROTOCOL,0.0599302367530083,1.4982559188252096,0.0389604299222155,Ultron,Iron Man
1053001,ICED OUT DIAMOND,0.0583545161092299,1.458862902730748,0.0130309411460758,Emma Frost,Luna Snow
1065002,EXPLOSIVE ENTANGLEMENT,0.0541824091485443,1.354560228713608,0.0217668959153775,Rogue,Magneto
1043002,STAR-SOUL,0.0535643465378522,1.3391086634463072,0.0515362106822937,Star-lord,Adam Warlock
1031002,DUALITY DANCE,0.0532082181137922,1.330205452844806,0.0302242896037961,Luna Snow,Adam Warlock
1046001,COSMIC CYCLONE,0.0521541089934723,1.303852724836809,0.0516794339524232,Adam Warlock,Storm
1039002,DIVINE ARMORY,0.0502780597602871,1.256951494007179,0.0445805809253542,Thor,Angela
1022002,STARS ALIGNED,0.0496331156167174,1.2408278904179366,0.0306075809238812,Captain America,Winter Soldier
1059001,PREHISTORIC TRAP,0.0468952452995833,1.1723811324895828,0.0258001446323299,Elsa Bloodstone,Devil Dinosaur
1051002,UNBREAKABLE FORCES,0.0449764001966158,1.1244100049153969,0.0133976198404485,The Thing,Invisible Woman
1036001,SYMBIOTE BOND,0.0405013717340732,1.0125342933518315,0.019821176872085,Spider-man,Venom
1035001,BLOOD LEECH,0.0391484459033426,0.9787111475835664,0.033676068532102,Venom,Blade
1042001,VIBRANIUM MECH,0.0380523241646303,0.9513081041157576,0.0619259523762064,Peni Parker,Black Panther
1048001,LIGHT & DARK DARTS,0.0361336570911865,0.9033414272796632,0.022936888150783,Psylocke,Cloak & Dagger
1022001,VOLTAIC UNION,0.0344404886547075,0.8610122163676885,0.0511453911444964,Captain America,Thor
1016002,VILLAIN'S ILLUSION,0.0305340590593346,0.7633514764833672,0.0305797115118528,Loki,Hela
1023001,PLANET X PALS,0.0283657425022595,0.7091435625564876,0.0225550952674141,Rocket Raccoon,Groot
1037001,METALLIC CHAOS,0.0259936084936667,0.6498402123416698,0.019695692942006,Magneto,Scarlet Witch
1052002,IRON & STONE,0.0218945381560291,0.5473634539007283,0.0198086686085482,Iron Fist,The Thing
1037002,MAGNETIC RESONANCE,0.0158002806427859,0.3950070160696499,0.0120342756661167,Magneto,Emma Frost
1062001,PRIMAL PUNISHMENT,0.0138823224634295,0.3470580615857377,0.0287980789752329,Devil Dinosaur,The Punisher
1056002,ASGARDIANS OF THE GALAXY,0.0131806640244076,0.3295166006101903,0.0448472398884639,Angela,Star-lord
1058002,SPARKLING STAFF,0.0076725176816266,0.1918129420406662,0.0133221301677815,Gambit,Jubilee
1048002,MENTAL PROJECTION,0.0064563529502225,0.1614088237555626,0.0269425872768146,Psylocke,Emma Frost
1050002,FIRST FAMILY,0.0057977228728412,0.1449430718210314,0.0232189447202456,Invisible Woman,Mister Fantastic
1051001,TWO-IN-ONE,0.0022813795152173,0.0570344878804328,0.0249593470100327,The Thing,Human Torch
1027002,BUBBLE BUDDIES,-0.0037137034794199,-0.0928425869854991,0.0365347863890768,Groot,Jeff The Land Shark
1034001,GAMMA CHARGE,-0.0037430366189735,-0.0935759154743398,0.0361055902131172,Iron Man,Hulk
1064002,VAMPIRIC KIN,-0.0051963289133772,-0.1299082228344316,0.0220650694615691,Jubilee,Blade
1011002,GAMMA FASTBALL,-0.0061074253735904,-0.1526856343397608,0.0359968749625062,Hulk,Wolverine
1045001,CHILLING CHARISMA,-0.0095431461234241,-0.2385786530856035,0.0168679985501111,Namor,Luna Snow
1063002,KINETIC KIN,-0.0123723307117589,-0.3093082677939746,0.0167187491151138,Cyclops,Gambit
1041001,TIMELESS VETERANS,-0.0155129027013786,-0.3878225675344675,0.0198850574111989,Winter Soldier,The Punisher
1061001,FELINE ALLIANCE,-0.0240906975965007,-0.6022674399125177,0.0538319690741576,Black Cat,Black Panther
1040002,CLOBBERIN' RESEARCH DEPT.,-0.034295215189082,-0.8573803797270516,0.0272662202128752,Mister Fantastic,The Thing
1055001,COMPREHENSIVE DEFENSE,-0.0623657463231143,-1.5591436580778577,0.0349745381325387,Daredevil,Iron Fist
1026002,DIMENSIONAL SHORTCUT,-0.0635750081535858,-1.589375203839645,0.0364684705173061,Black Panther,Magik
1015001,GODS OF THUNDER,-0.0813704221766698,-2.0342605544167465,0.0342854040041374,Storm,Thor
1017002,STORMING IGNITION,-0.1050494727154579,-2.626236817886448,0.0541590075290163,Human Torch,Storm
1061002,BINDING TIES,-0.1161435036467775,-2.9035875911694395,0.0304563261735857,Black Cat,Spider-man
1033001,ALLIED AGENTS,-0.1469056002098843,-3.672640005247109,0.0543411612802734,Black Widow,Hawkeye
