kind,hero_a,hero_b,role_a,role_b,n_cooccur,effect_pp,se_pp,z,p_raw,is_teamup,q
counter,Moon Knight,Phoenix,Damage,Damage,2793,1.2004707960471652,1.0367444284215308,1.1579235567968393,0.24689523332039476,False,0.5839756684670753
counter,Jeff The Land Shark,Deadpool (Strategist),Support,Support,4633,-1.1985062883091424,1.0350396662966075,-1.157932712470259,0.2468914966924045,False,0.5839756684670753
counter,Venom,Devil Dinosaur,Tank,Tank,7615,-1.197894180135544,0.7783464820715736,-1.5390243390672773,0.12379835444441083,False,0.4323031329143255
counter,Moon Knight,Cyclops,Damage,Damage,6853,-1.1973716369606904,0.7180149577691467,-1.6676137788005032,0.0953924212070343,False,0.37825854293500044
counter,Mantis,Namor,Support,Damage,11184,1.1888207823213295,0.7371887080710223,1.6126410636864992,0.10682251167089432,False,0.40167273589102737
counter,Loki,Human Torch,Support,Damage,2625,-1.188388539705281,1.1348968558546033,-1.0471335201738639,0.2950380012893328,False,0.6279382505489465
counter,Venom,Blade,Tank,Damage,5200,-1.185078918110598,0.8240981850228244,-1.4380312196389267,0.1504251962274486,True,0.4717255499995414
counter,Namor,Emma Frost,Damage,Tank,13279,-1.1839282552569865,0.6264848909177376,-1.8897953844068776,0.058785331108543976,False,0.307917050937548
counter,Namor,Invisible Woman,Damage,Support,17213,-1.17764289494264,0.6898835723930284,-1.7070168678719224,0.08781891723463796,False,0.36261201797916776
counter,Thor,Adam Warlock,Tank,Support,3329,-1.1772038761390122,1.0256474638092372,-1.14776657445912,0.25106493950135533,False,0.5841947525351615
counter,Namor,Gambit,Damage,Support,15210,1.1747814758728292,0.7129943662917709,1.6476728729047014,0.09941981756023797,False,0.3884497432036008
counter,Human Torch,Moon Knight,Damage,Damage,2973,1.1742126390158294,1.0012622693859397,1.1727323348915943,0.24090316033168402,False,0.5777258258219083
counter,Moon Knight,Iron Man,Damage,Damage,3150,-1.1721816304986457,0.9660060052782826,-1.2134309974201132,0.22496508111285496,False,0.5598787722061143
counter,Hulk,Adam Warlock,Tank,Support,3217,1.1696842647243164,1.040670307159835,1.1239719790954563,0.2610249134426199,False,0.5924302434709983
counter,Cloak & Dagger,Daredevil,Support,Damage,23306,1.1695277274233677,0.6517997139682357,1.7943053707451653,0.07276444134359972,False,0.33313338699102235
counter,Invisible Woman,Elsa Bloodstone,Support,Damage,22049,1.1647387359211183,0.6357531984860622,1.8320611499788677,0.06694231063378119,False,0.31990956814828897
counter,Luna Snow,The Thing,Support,Tank,25152,1.164165776550579,0.6078287177329109,1.9152859063531955,0.055456051961097236,False,0.2996969049107074
counter,Ultron,Magik,Support,Damage,6337,1.1622926085473244,0.7859121208515079,1.4789091270001302,0.13916460368302452,False,0.4567111959447002
counter,Peni Parker,Devil Dinosaur,Tank,Tank,3323,-1.1616351046128832,1.032525731796481,-1.1250422811175524,0.2605711179369996,False,0.5923753680573411
counter,Cloak & Dagger,Scarlet Witch,Support,Damage,15693,1.1612353081236049,0.682679267043508,1.700996887092512,0.0889435717253621,False,0.36536922700195834
counter,Squirrel Girl,The Thing,Damage,Tank,4068,1.1606275403409412,0.911483138296601,1.2733395622764305,0.20289757371140782,False,0.5332216936851971
counter,Moon Knight,Star-lord,Damage,Damage,2899,1.1601911900455757,1.0264270216981848,1.1303201937592047,0.25834132849013414,False,0.5920775931240283
counter,Rogue,Deadpool (Strategist),Tank,Support,3194,-1.1575019731441176,1.0863677730027974,-1.0654789307167134,0.2866592550785627,False,0.6155756078556371
counter,Hulk,Cyclops,Tank,Damage,8653,1.157151152841021,0.6934217116990314,1.668755294675953,0.09516588579136898,False,0.37798503313492415
counter,Venom,Deadpool (Vanguard),Tank,Tank,4288,1.1517277135871873,0.9104874536769243,1.264957258813436,0.2058866498154046,False,0.5363187009130075
counter,Invisible Woman,Deadpool (Vanguard),Support,Tank,9580,-1.1516018389640126,0.7504243655547544,-1.5346008096534631,0.12488191366868662,False,0.4343475290137763
counter,Groot,Iron Man,Tank,Damage,3004,-1.1508735255204845,1.034696933064986,-1.112280793286358,0.2660174393361874,False,0.5977595024891832
counter,Doctor Strange,Winter Soldier,Tank,Damage,31817,1.1488111856413714,0.44812422690043874,2.5635998160318314,0.010359290922819541,False,0.1242596946192204
counter,Groot,Cyclops,Tank,Damage,6600,-1.1442603986744384,0.7752751848483177,-1.4759409575302125,0.13995974305143524,False,0.4580674264398269
counter,Venom,Magneto,Tank,Tank,40102,1.1433126796961308,0.482922683663026,2.3674859731664872,0.017909398900432444,False,0.1639502920446373
counter,Cyclops,Rogue,Damage,Tank,5949,-1.142857417592278,0.799361864302141,-1.4297122099889212,0.1527996344233002,False,0.47443738329470353
counter,Doctor Strange,Devil Dinosaur,Tank,Tank,10169,-1.141835685476949,0.714617539009859,-1.597827681446251,0.11008133225555818,False,0.4094342884978047
counter,Magneto,Scarlet Witch,Tank,Damage,17148,1.1395456688760688,0.5931133488100881,1.9212949281317648,0.054694536203158964,True,0.2980354710033336
counter,The Thing,Cyclops,Tank,Damage,13810,-1.1357473978560404,0.5952343487959559,-1.9080676378193528,0.05638247479786596,False,0.3018147833505598
counter,Human Torch,Deadpool (Duelist),Damage,Damage,2980,-1.1354030842295257,1.009596068046062,-1.1246112382617992,0.26075380936579917,False,0.5923753680573411
counter,Storm,Doctor Strange,Damage,Tank,6149,-1.1332483860270222,0.7927807735804324,-1.429459976569484,0.15287207056557142,False,0.47443738329470353
counter,Magik,Star-lord,Damage,Damage,8093,-1.132039087454384,0.6775744899852557,-1.6707227089954606,0.09477646121668558,False,0.37768892102795465
counter,Doctor Strange,Magneto,Tank,Tank,48579,1.1319879089736,0.438099633640118,2.583859519735377,0.009770158031846837,False,0.11958474040000286
counter,Hulk,Rocket Raccoon,Tank,Support,16913,1.1307442512690775,0.7034748481309877,1.6073698359980768,0.10797326294364333,False,0.40507793920100577
counter,Emma Frost,Rogue,Tank,Tank,9440,-1.1289609787290167,0.7175377465750534,-1.5733820055011265,0.11563039109367113,False,0.41723267376953455
counter,Loki,Luna Snow,Support,Support,10203,1.1281275684873555,0.7838845482646954,1.439150154170942,0.15010798454413252,False,0.47134693052535853
counter,Black Panther,Groot,Damage,Tank,4053,-1.1260019879841803,0.9260114985810123,-1.2159697689603493,0.2239964383655938,False,0.5591752920281576
counter,Rocket Raccoon,Deadpool (Strategist),Support,Support,12818,1.1249718385796097,0.7753833062907709,1.4508589873583662,0.1468191301751182,False,0.46798991557146685
counter,Luna Snow,Scarlet Witch,Support,Damage,8235,1.1224915492328251,0.7622448002972312,1.4726129306426474,0.1408554361371963,False,0.4591198251265407
counter,Rocket Raccoon,White Fox,Support,Support,20967,1.119981723856093,0.6709915878704606,1.6691442100050782,0.09508880349171821,False,0.37798503313492415
counter,Doctor Strange,Jeff The Land Shark,Tank,Support,9878,-1.117819072795612,0.7663980007892643,-1.4585359978032844,0.1446928603319087,False,0.46472395759046703
counter,Rocket Raccoon,Jubilee,Support,Support,59825,1.1162828744002775,0.5038504274644049,2.215504470280793,0.02672545785359741,False,0.20682055932509738
counter,Blade,Jeff The Land Shark,Damage,Support,3565,1.115520841436358,0.9903154035863136,1.1264298600189668,0.2599836136585869,False,0.5920775931240283
counter,The Punisher,Deadpool (Strategist),Damage,Support,4655,1.1150649523758855,0.9423309861663712,1.1833049838594798,0.23668829832342175,False,0.5741306649928096
counter,Phoenix,Daredevil,Damage,Damage,3373,1.1067722760402363,0.9620588313513441,1.1504205771757454,0.24997068897521957,False,0.5841947525351615
counter,Storm,The Thing,Damage,Tank,5874,1.1027230270867276,0.8073022340762779,1.3659358051306185,0.1719591132589473,False,0.49227913211004126
counter,Scarlet Witch,Namor,Damage,Damage,3930,-1.099754361978012,0.9040878331754945,-1.216424247315953,0.22382335188451452,False,0.5591752920281576
counter,The Thing,The Hood,Tank,Tank,47137,1.0989240189143732,0.4547611360328636,2.416486220658396,0.015671119364712435,False,0.15599591434002127
counter,Venom,Invisible Woman,Tank,Support,24022,1.0972640228953583,0.6297716341445888,1.742320491118592,0.0814523798033552,False,0.3558616009844187
counter,Peni Parker,Gambit,Tank,Support,8530,1.0965925833355106,0.7839945097370481,1.3987248248757609,0.1618955169006414,False,0.48026763035559844
counter,Mantis,The Hood,Support,Tank,58621,1.09620224256732,0.4849569218864273,2.2604115811013026,0.023795718400778022,False,0.19092283760356682
counter,Magneto,Jeff The Land Shark,Tank,Support,28155,1.0928507758674395,0.6051620698735263,1.8058811519628717,0.07093690578427073,False,0.3289101450069493
counter,Scarlet Witch,White Fox,Damage,Support,5548,1.092559736038691,0.8624598839442795,1.2667948462044378,0.20522865540817103,False,0.5363187009130075
counter,Doctor Strange,Groot,Tank,Tank,8626,1.090477341617477,0.7540533643363908,1.446154069715156,0.14813399300383015,False,0.4688304079369242
counter,The Punisher,Angela,Damage,Tank,3534,-1.0884169367779335,0.9764899474533566,-1.1146217527548312,0.26501254468834223,False,0.5977595024891832
counter,Hela,The Thing,Damage,Tank,14338,1.0860842040076963,0.5826133142740079,1.864159601915486,0.06229929462208203,False,0.3106770576983087
counter,Loki,Winter Soldier,Support,Damage,11527,-1.0856760763676145,0.6553226680958706,-1.6567045964123208,0.09757921327654143,False,0.3843883951566878
counter,Iron Man,Gambit,Damage,Support,10492,1.082778926395566,0.7371790488493224,1.468814025691177,0.14188323874598122,False,0.45997012128595804
counter,Namor,Cyclops,Damage,Damage,8864,1.077979769640363,0.6588111506138006,1.6362500371100759,0.1017872680891459,False,0.3932168375939791
counter,Doctor Strange,Peni Parker,Tank,Tank,6225,1.0774214728841638,0.8150245631482682,1.3219496952610992,0.18618490260728782,False,0.5157708791626829
counter,Thor,Psylocke,Tank,Damage,3679,1.076759701365163,0.9436807474421129,1.1410211602639624,0.25386111745477125,False,0.5850267250470664
counter,Hulk,Blade,Tank,Damage,3939,1.0742163347925724,0.9280640876467787,1.1574807700149037,0.24707599145230574,False,0.5839756684670753
counter,Squirrel Girl,Namor,Damage,Damage,2772,1.0707894771618758,1.0426116048797995,1.0270262407882222,0.3044081080339507,False,0.6375660311160561
counter,Cloak & Dagger,Jubilee,Support,Support,90319,1.0696997112207052,0.46150077155277014,2.3178719888627333,0.02045627919888316,False,0.1768644697997334
counter,Moon Knight,Thor,Damage,Tank,4501,1.068288678229525,0.8837271415532495,1.2088444815125716,0.22672259881830492,False,0.5598787722061143
counter,Wolverine,The Hood,Damage,Tank,17288,1.0682082485524527,0.6029459242027204,1.7716485105442115,0.07645292172047956,False,0.34540594954318354
counter,Doctor Strange,Angela,Tank,Tank,6444,-1.0664289322780827,0.8083685739040516,-1.3192360102863934,0.18709022298875344,False,0.5164895799194701
counter,Hulk,The Hood,Tank,Tank,32573,-1.0657703333505744,0.5287028333290991,-2.015821111908378,0.0438186851026143,False,0.2668046334039891
counter,Angela,White Fox,Tank,Support,4417,1.0652806899934883,0.9499752304555974,1.1213773326306538,0.26212728056725987,False,0.5934400865174089
counter,Moon Knight,Jubilee,Damage,Support,17135,1.0651721925665725,0.649974528520041,1.6387906692157854,0.1012568631050744,False,0.3924316875429297
counter,Cloak & Dagger,Blade,Support,Damage,15974,-1.063025467269399,0.6828961604270706,-1.5566429112803957,0.11955528972478117,False,0.4224052136226068
counter,Human Torch,Jeff The Land Shark,Damage,Support,3930,1.0610617404222555,0.9879321845846691,1.0740228499270226,0.28281244047847465,False,0.612331027095248
counter,Namor,Devil Dinosaur,Damage,Tank,5633,-1.0552404288939663,0.8342313927626502,-1.2649253409170087,0.20589809234717793,False,0.5363187009130075
counter,Winter Soldier,White Fox,Damage,Support,21604,1.0519877152669599,0.5434367591551704,1.9358052202842981,0.05289156132653475,False,0.2957735562292701
counter,Hulk,Jubilee,Tank,Support,23416,-1.0516309278733407,0.664479781044848,-1.5826379641224364,0.11350400529599337,False,0.4157192499314322
counter,Hawkeye,Venom,Damage,Tank,4049,1.0511498395923362,0.9027925772384768,1.1643315043724272,0.2442896939633521,False,0.5813997775973033
counter,Namor,Iron Fist,Damage,Damage,6155,1.0510120203730047,0.7516603211527749,1.3982539596624344,0.162036818166431,False,0.48026763035559844
counter,Magik,Gambit,Damage,Support,30346,-1.0508924336043983,0.5339296999577826,-1.9682224713993088,0.04904244580033535,False,0.28397091659196977
counter,Black Cat,Devil Dinosaur,Damage,Tank,5276,1.0499473521030982,0.8590603736963919,1.222204380799631,0.2216303476438457,False,0.5589753387741367
counter,Human Torch,Mantis,Damage,Support,8802,1.0479795051221439,0.7816671063024034,1.3406979731813253,0.18001853289262781,False,0.5056960894723819
counter,Black Cat,Deadpool (Vanguard),Damage,Tank,2706,-1.0437930150495558,1.0858478007251193,-0.9612700917684046,0.33641638183303524,False,0.6629966164115593
counter,Star-lord,Deadpool (Strategist),Damage,Support,3262,-1.041120626549043,1.0518989697865246,-0.9897534425386223,0.3222946462587123,False,0.6533707897656446
counter,Doctor Strange,Psylocke,Tank,Damage,6329,1.0394490991697884,0.7815253329387633,1.3300261109402,0.18350966843222838,False,0.5125025547950126
counter,The Punisher,Emma Frost,Damage,Tank,13164,-1.038488760526207,0.6247100286950718,-1.6623532724381882,0.09644196218963098,False,0.38178921995532134
counter,Squirrel Girl,Iron Fist,Damage,Damage,2556,1.0376775118394757,1.079555115540955,0.9612084616166218,0.33644736268706044,False,0.6629966164115593
counter,Rocket Raccoon,Mister Fantastic,Support,Damage,8243,1.0333726231062605,0.7397693338688218,1.3968849150612415,0.16244818154630503,True,0.48053413998715877
counter,Scarlet Witch,Blade,Damage,Damage,2604,1.0322200507253618,1.0574131772487898,0.9761747564098112,0.3289778705160996,False,0.659100490628192
counter,Thor,Deadpool (Duelist),Tank,Damage,4660,1.0318158950228564,0.879893931147966,1.172659406431731,0.24093241618899763,False,0.5777258258219083
counter,Iron Fist,Cyclops,Damage,Damage,9467,-1.0315931333013604,0.6356066341734465,-1.6230056104478223,0.10458820552924777,False,0.39879848631728276
counter,Venom,Iron Fist,Tank,Damage,9255,-1.0304631236269293,0.6891296724928172,-1.4953109186249265,0.13483331683602254,False,0.4498819570092046
counter,Rocket Raccoon,Iron Man,Support,Damage,10184,1.0297913810582795,0.7302047865082245,1.4102775003470627,0.1584577594639649,False,0.47756302129906003
counter,Human Torch,Luna Snow,Damage,Support,11886,1.028111483976902,0.7307769926144496,1.406874456048075,0.15946461927752542,False,0.4787930183313936
counter,Jeff The Land Shark,Invisible Woman,Support,Support,17325,1.02678036525538,0.729634419217438,1.407253191751347,0.1593523238707062,False,0.4787930183313936
counter,Thor,Blade,Tank,Damage,4036,1.0249823280626984,0.9216314355220443,1.1121390705191307,0.26607836021703835,False,0.5977595024891832
counter,Mister Fantastic,The Hood,Damage,Tank,16735,1.02442036881206,0.6064608106032994,1.6891781808505972,0.09118528903266976,False,0.36951606146853844
counter,Cloak & Dagger,Peni Parker,Support,Tank,14269,-1.0225487187125526,0.715303328433765,-1.4295316099696267,0.1528514963013786,False,0.47443738329470353
counter,Magneto,Winter Soldier,Tank,Damage,97305,1.017772095307165,0.35247414197596233,2.8875085406309715,0.00388306063890809,False,0.06294231400500343
counter,The Punisher,Captain America,Damage,Tank,2698,-1.0168772677289772,1.0942963067832936,-0.9292522157167,0.3527583927217106,False,0.6711776811595177
counter,Luna Snow,Namor,Support,Damage,14617,1.0164556547397108,0.701840768030542,1.4482710338871019,0.14754126529748296,True,0.4680225441585178
counter,Magneto,Thor,Tank,Tank,31464,-1.0157770619691937,0.5345529383366677,-1.9002366073038877,0.05740207624860034,False,0.3046627896468854
counter,Luna Snow,Deadpool (Vanguard),Support,Tank,8027,-1.0154888680349194,0.7761944975882001,-1.308291763456527,0.19077436774090084,False,0.5212616266633497
counter,Angela,Cyclops,Tank,Damage,4751,-1.0144034501894477,0.8530957158154406,-1.1890851534986544,0.23440615997596437,False,0.5702233047355789
counter,Rocket Raccoon,Deadpool (Vanguard),Support,Tank,8177,-1.013558589355937,0.7737173047582309,-1.3099856796826472,0.19020068010650903,False,0.5202866950690025
counter,Hulk,Mantis,Tank,Support,12740,-1.0127232415294931,0.7343827226443941,-1.3790128911023936,0.1678907793284643,False,0.48765993443256545
counter,Magik,Adam Warlock,Damage,Support,6228,1.012255016026786,0.7794979985373685,1.2985986082403769,0.19408171586086997,False,0.524326617511517
counter,Iron Man,Winter Soldier,Damage,Damage,11202,-1.0107936217894111,0.5957490798641102,-1.6966767653589532,0.08975778773007946,False,0.36738596910399085
counter,Black Panther,Mister Fantastic,Damage,Damage,2851,1.0098371225596716,1.017597464919107,0.9923738583998415,0.3210151862848898,False,0.6533707897656446
counter,Hela,Namor,Damage,Damage,8380,1.0093704780072073,0.6679696212725686,1.5111023703207125,0.1307623709011138,True,0.4441089809071108
counter,Captain America,Winter Soldier,Tank,Damage,7832,1.009309831804962,0.7084508399510033,1.4246716566455988,0.15425213586769027,True,0.4756437968465153
counter,Squirrel Girl,The Hood,Damage,Tank,12901,-1.0087970493527114,0.6600456353770617,-1.5283746990864047,0.1264195329213528,False,0.43588323455408484
counter,Black Widow,Venom,Damage,Tank,8824,-1.0085095043286003,0.6864145003275381,-1.469242715367125,0.14176696819975307,False,0.45997012128595804
counter,Blade,Rogue,Damage,Tank,2740,1.0063819493991348,1.0710453276121878,0.9396259182072013,0.3474094768964471,False,0.6695116759774276
counter,Storm,Emma Frost,Damage,Tank,7857,-1.0061357023629673,0.7229223867611523,-1.3917617171473573,0.1639945662566502,False,0.4817026653196432
counter,Black Panther,Magik,Damage,Damage,10337,1.0039816302356586,0.6125694858576923,1.6389677471934936,0.10121997694896004,True,0.3924316875429297
counter,Doctor Strange,Star-lord,Tank,Damage,7089,1.003796713794788,0.7637897579503289,1.3142317023057901,0.188768242987989,False,0.5193291455598459
counter,Black Widow,Deadpool (Duelist),Damage,Damage,4799,-1.0033929468579812,0.8137783352340487,-1.2330052342440374,0.21757381133451625,False,0.5552761419058558
counter,Cloak & Dagger,Jeff The Land Shark,Support,Support,21118,-1.0023571073723787,0.7068217009652792,-1.4181187504621013,0.1561560978216665,False,0.4758278543170046
counter,Squirrel Girl,Jubilee,Damage,Support,10429,1.0021425838242612,0.7136509685159,1.4042474935728104,0.16024516366293262,False,0.4799352654524037
counter,Moon Knight,Rogue,Damage,Tank,2967,-1.0021248786835057,1.054339999310587,-0.950476012803058,0.34187043657907,False,0.6651639719003966
counter,Doctor Strange,Cloak & Dagger,Tank,Support,45551,1.0004175309367251,0.5552707879013751,1.8016750614916466,0.07159654394639978,False,0.3309443331934741
counter,Human Torch,Winter Soldier,Damage,Damage,13100,-0.998855155326688,0.5727843724282475,-1.7438589518288827,0.08118368783710583,False,0.3558616009844187
counter,Psylocke,Iron Fist,Damage,Damage,4207,-0.9985154755551978,0.8736855748872866,-1.1428773740301428,0.25308950786521844,False,0.5850267250470664
counter,Scarlet Witch,The Hood,Damage,Tank,19205,0.9982189202242215,0.5899574769348546,1.692018423786243,0.0906424608593863,False,0.3690941202290703
counter,Rocket Raccoon,Blade,Support,Damage,9507,-0.9978885986579386,0.7390466285024846,-1.3502376713089677,0.17693975807408635,False,0.4999746520844913
counter,Daredevil,The Hood,Damage,Tank,30709,0.9960383307896746,0.5234609807421482,1.902793842202946,0.057067451041321625,False,0.30395559738440237
counter,Storm,Rocket Raccoon,Damage,Support,8842,-0.9950929910760421,0.7475916495069814,-1.3310648824559261,0.18316766284233466,False,0.5121436167351525
counter,Captain America,Luna Snow,Tank,Support,6546,-0.9928203206363365,0.8295698804392366,-1.1967892567539493,0.23138870671897338,False,0.5666319369984841
counter,Cloak & Dagger,Groot,Support,Tank,19125,-0.9916313957940414,0.7181328671133793,-1.380846694539998,0.16732610275681203,False,0.4876114249210943
counter,Rocket Raccoon,Invisible Woman,Support,Support,48370,0.9900933494118533,0.5301395796848989,1.8676088097408967,0.061816617565300554,False,0.3106770576983087
counter,Hulk,Iron Man,Tank,Damage,4064,-0.9890921545697287,0.9128735898729889,-1.0834930110173788,0.27858965135059977,True,0.6081315501274693
counter,Magik,Mister Fantastic,Damage,Damage,6468,0.9874770467056766,0.7282050843515073,1.3560425049559497,0.17508564450244424,False,0.4982567748058882
counter,Peni Parker,Iron Fist,Tank,Damage,3525,-0.9872221580656111,0.975071828160919,-1.012460958827627,0.31131770454556773,False,0.6426072648589938
counter,Storm,Black Panther,Damage,Damage,3165,0.9858463355062365,0.9879071945232144,0.9979139143551105,0.31832110416885906,True,0.6515804854104889
counter,Rocket Raccoon,Groot,Support,Tank,12020,-0.9814769971209838,0.76738676173925,-1.2789860941782565,0.20090195280270684,True,0.5332216936851971
counter,Adam Warlock,Cyclops,Support,Damage,4366,-0.9769111081356419,0.8941698624654373,-1.0925341471944352,0.27459838984034846,False,0.6067917799737723
counter,Hela,Blade,Damage,Damage,5256,0.9713989371163436,0.7919203768453487,1.2266371285784514,0.21995900777456634,False,0.5583932906361743
counter,Magneto,Blade,Tank,Damage,18524,-0.9671580327561331,0.5982798746618243,-1.616564543981721,0.10597231054491936,False,0.40005416301892555
counter,The Thing,Daredevil,Tank,Damage,9052,-0.9652777290228747,0.689928699116678,-1.3990978056989491,0.16178365565502362,False,0.48026763035559844
counter,The Punisher,Black Cat,Damage,Damage,4829,-0.9651845307903241,0.8380019253439825,-1.151768870213676,0.24941606309566566,False,0.5841947525351615
counter,Elsa Bloodstone,Deadpool (Strategist),Damage,Support,5448,0.9647706148129234,0.887419230881003,1.0871644215498104,0.27696415134275976,False,0.6067917799737723
counter,Wolverine,Daredevil,Damage,Damage,3442,0.963428353152661,0.9414057180648829,1.0233933517347302,0.30612190152021657,False,0.6378147251224227
counter,Hulk,Phoenix,Tank,Damage,3656,-0.9629126012996696,0.9616000999079543,-1.0013649139510707,0.3166504202165433,False,0.6492686821363141
counter,Loki,White Fox,Support,Support,4752,0.9604528372710743,0.9757345285911989,0.984338269403883,0.3249492189799571,False,0.6550867028007707
counter,Hawkeye,Daredevil,Damage,Damage,2982,-0.959820613873978,0.9970799346675654,-0.9626315609229364,0.3357324531813436,False,0.6629966164115593
counter,Wolverine,Cyclops,Damage,Damage,4420,0.9574152769188142,0.8483761865335195,1.128526816424245,0.25909749821726646,True,0.5920775931240283
counter,Scarlet Witch,Daredevil,Damage,Damage,3204,0.9574150829610819,0.9650968125073883,0.9920404570331668,0.32117779034957805,False,0.6533707897656446
counter,Luna Snow,Squirrel Girl,Support,Damage,5917,-0.9568783112127367,0.8175509342378444,-1.1704204241473704,0.2418318203878883,False,0.5789669906840521
counter,Luna Snow,Black Cat,Support,Damage,13416,0.9566144470828177,0.7095294604324563,1.3482378117178724,0.17758190670880025,False,0.501198816699308
counter,Groot,Deadpool (Duelist),Tank,Damage,3409,-0.9538744678007645,0.9955609718291387,-0.9581276233119265,0.33799840781071255,False,0.6629966164115593
counter,Gambit,Deadpool (Vanguard),Support,Tank,7703,-0.9534687429703622,0.7879273313435619,-1.2100973085227562,0.22624155582968908,False,0.5598787722061143
counter,Hulk,Devil Dinosaur,Tank,Tank,5904,-0.9532617116040776,0.8553846626935399,-1.114424601210794,0.26509707417126294,False,0.5977595024891832
counter,Cloak & Dagger,Wolverine,Support,Damage,13785,-0.9531090848583829,0.6708126209350228,-1.4208275979212746,0.15536688545561378,False,0.4758278543170046
counter,Rocket Raccoon,Magik,Support,Damage,31346,-0.950312965412093,0.5288025585982263,-1.7971035691113626,0.07231917922030097,False,0.33180882331912964
counter,Luna Snow,Rogue,Support,Tank,9985,0.9498487065791382,0.7631166871993781,1.2446965483942733,0.21324331521288287,False,0.5483073024605638
counter,Hawkeye,Namor,Damage,Damage,3223,-0.9495573494676451,0.9767158658207801,-0.9721940460849252,0.3309540220169349,False,0.6610037324983148
counter,Psylocke,Daredevil,Damage,Damage,3598,0.948585399324622,0.9306000476672583,1.019326618027205,0.30804793118617213,False,0.639279400446044
counter,Psylocke,Jubilee,Damage,Support,13327,-0.9478161672151227,0.679207011478971,-1.39547465087449,0.1628727537426592,False,0.48119017388068425
counter,Moon Knight,Deadpool (Strategist),Damage,Support,3472,-0.9467144192685027,1.0191440983740503,-0.928930875210775,0.3529249108902589,False,0.6711776811595177
counter,Thor,Gambit,Tank,Support,16453,-0.9462591467769417,0.721978215500018,-1.3106477819716404,0.18997678811562713,False,0.5202866950690025
counter,Doctor Strange,Wolverine,Tank,Damage,5744,-0.9450538144696135,0.8006636630935519,-1.1803380845562248,0.237865776632199,False,0.5764040385259044
counter,Magneto,Daredevil,Tank,Damage,32513,-0.9409059949572055,0.5287014177563163,-1.7796547604320563,0.07513247843201201,False,0.34072365927863296
counter,Luna Snow,Wolverine,Support,Damage,8572,0.9403784093180394,0.7368251349433931,1.2762572348869239,0.20186460217254532,False,0.5332216936851971
counter,Magneto,Star-lord,Tank,Damage,20925,0.9402789280218544,0.5795139259839035,1.6225303411396734,0.10468984198822678,False,0.39879848631728276
counter,Groot,Venom,Tank,Tank,6228,-0.9375277217037924,0.8307123805141415,-1.1285828208357038,0.2590738610319323,False,0.5920775931240283
counter,Adam Warlock,Iron Fist,Support,Damage,3440,0.9372890370099026,0.9899723254402112,0.9467830695096635,0.3437493306956251,False,0.6669593465166662
counter,Invisible Woman,Daredevil,Support,Damage,17915,-0.9330165948252582,0.6721192836828304,-1.3881711438375333,0.1650849369184566,False,0.4835638140016818
counter,Black Cat,The Hood,Damage,Tank,27593,0.9321412491285896,0.5376859200611915,1.7336166232928454,0.08298612897485722,False,0.3558616009844187
counter,Blade,The Hood,Damage,Tank,19640,0.9312619545308702,0.5901392134881001,1.5780377464268416,0.11455693842597345,False,0.41639711406653074
counter,Star-lord,Black Cat,Damage,Damage,3316,0.929929322678244,0.9729796412172559,0.9557541425171514,0.33919646144474624,False,0.6634782816399313
counter,Scarlet Witch,Devil Dinosaur,Damage,Tank,3717,0.9294189963973444,0.9524186243404226,0.9758513458732434,0.32913813579515383,False,0.659100490628192
counter,Hawkeye,Gambit,Damage,Support,8254,0.9290545093690397,0.742777305783978,1.2507847266395031,0.21101302870437688,False,0.5443228557653765
counter,Emma Frost,Phoenix,Tank,Damage,7954,0.9287067490664741,0.720000096940279,1.289870311147342,0.19709569041865527,False,0.5288954824545347
counter,Adam Warlock,Emma Frost,Support,Tank,6926,-0.9267817645741228,0.7860862199550437,-1.1789823317690589,0.23840521131932857,False,0.577128256261422
counter,Moon Knight,Iron Fist,Damage,Damage,4622,0.9261500143349718,0.8371619249608749,1.1062973443020068,0.26859784088809935,False,0.6010878920620806
counter,Namor,Deadpool (Strategist),Damage,Support,4809,0.9250547850861112,0.9335331056161532,0.9909180290671683,0.3217256080381411,False,0.6533707897656446
counter,Doctor Strange,Iron Man,Tank,Damage,7162,0.9192206616202068,0.7547829751482718,1.2178608843682945,0.22327684278557092,False,0.5589753387741367
counter,Daredevil,White Fox,Damage,Support,7555,-0.9183227824029225,0.8110929454655721,-1.132204129670737,0.2575486243308711,False,0.5912527748992917
counter,Iron Man,Venom,Damage,Tank,5291,0.916784914928598,0.8302150320706214,1.104274048907624,0.26947427654636424,False,0.601926247145929
counter,Jeff The Land Shark,Daredevil,Support,Damage,5348,0.9166668480080931,0.891438464335009,1.028300757351663,0.3038083749253514,False,0.6370946603548234
counter,Hawkeye,Jeff The Land Shark,Damage,Support,2888,-0.9118130453435032,1.0428063940446624,-0.8743838267110309,0.3819092621259227,False,0.6917197103996464
counter,Peni Parker,Invisible Woman,Tank,Support,10050,-0.9107630939505731,0.7572204349827184,-1.202771414867269,0.2290647893869897,False,0.5633486506405541
counter,The Punisher,Scarlet Witch,Damage,Damage,3786,-0.9105236439994495,0.9190653611097752,-0.9907060830798676,0.32182911986210927,False,0.6533707897656446
counter,Groot,Magneto,Tank,Tank,22109,0.9099820810285623,0.5979359346698159,1.521872207816144,0.12804110416898953,False,0.43773792679419743
